ACTION_TYPE,EVENTTIME,GAME_DATE,GAME_EVENT_ID,HTM,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,QUARTER,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_TIME,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME,VTM
Layup Shot,197,20151028,1607,MEM,142.2053,124.1845,3,1,2754,Tony Allen,1.0,17,1,0,202.88,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612763,Memphis Grizzlies,CLE
Jump Shot,436,20151104,7078,GSW,-158.3194,191.7714,7,1,203084,Harrison Barnes,1.0,16,1,26,441.28,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,LAC
Jump Shot,175,20160115,3180,OKC,-194.9488,123.1281,2,4,202713,Kyle Singler,4.0,55,1,25,177.19,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612760,Oklahoma City Thunder,MIN
Jump Shot,88,20151123,8344,MIA,153.4475,103.5209,1,4,204038,Langston Galloway,4.0,28,1,18,90.67,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612752,New York Knicks,NYK
Layup Shot,558,20151030,3591,ATL,-29.6432,44.9219,9,4,201150,Spencer Hawes,4.0,18,1,1,559.49,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612766,Charlotte Hornets,CHA
Jump Shot,124,20151107,4383,DAL,212.4362,157.1858,2,4,201569,Eric Gordon,4.0,4,1,24,140.92,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612740,New Orleans Pelicans,NOP
Jump Shot,638,20151027,8572,ATL,0.132,6.4123,10,4,201975,Jodie Meeks,4.0,38,1,19,660.82,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612765,Detroit Pistons,DET
Floating Jump shot,257,20160121,7513,NOP,8.9093,-20.2817,4,3,203076,Anthony Davis,3.0,17,1,13,242.43,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612740,New Orleans Pelicans,DET
Jump Shot,79,20160101,3138,WAS,159.6879,68.0431,1,1,202322,John Wall,1.0,19,1,17,81.07,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612764,Washington Wizards,ORL
Step Back Jump shot,342,20151124,1893,MEM,93.4313,192.6686,5,1,203939,Dwight Powell,1.0,42,1,18,371.13,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks,DAL
Driving Layup Shot,31,20151121,1883,CLE,24.3714,237.1967,0,3,203471,Dennis Schroder,3.0,31,1,2,4.11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks,ATL
Driving Layup Shot,382,20151216,7175,OKC,3.8596,251.6827,6,3,202329,Al-Farouq Aminu,3.0,22,1,1,391.41,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612757,Portland Trail Blazers,POR
Cutting Layup Shot,596,20151031,3877,LAC,29.3098,68.7076,9,1,201599,DeAndre Jordan,1.0,56,1,0,596.99,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,LA Clippers,SAC
Running Layup Shot,215,20151118,9242,ORL,76.6878,110.8424,3,4,203897,Zach LaVine,4.0,35,1,1,199.37,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves,MIN
Jump Shot,304,20151219,7981,MEM,147.4463,119.6444,5,2,201144,Mike Conley,2.0,4,1,19,311.55,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612763,Memphis Grizzlies,IND
Jump Shot,279,20151209,1569,UTA,-183.4569,-0.7593,4,3,2756,Sasha Vujacic,3.0,39,1,20,281.89,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612752,New York Knicks,NYK
Running Dunk Shot,124,20151218,1174,ORL,-106.9516,18.9822,2,2,203506,Victor Oladipo,2.0,4,1,0,149.28,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612753,Orlando Magic,POR
Hook Shot,98,20151104,8215,IND,-19.3971,191.1802,1,1,203092,Tyler Zeller,1.0,38,1,1,85.54,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics,BOS
Layup Shot,357,20151225,6766,OKC,-217.3487,118.0138,5,3,201565,Derrick Rose,3.0,57,1,1,355.97,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls,CHI
Driving Dunk Shot,34,20151202,6977,HOU,-172.2677,108.9492,0,4,203076,Anthony Davis,4.0,34,1,0,34.25,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612740,New Orleans Pelicans,NOP
Jump Shot,0,20160112,4347,DET,-222.9737,84.8416,0,1,203484,Kentavious Caldwell-Pope,1.0,0,1,25,2.77,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612765,Detroit Pistons,SAS
Jump Shot,545,20160102,5518,LAC,145.847,148.7774,9,4,203088,Kendall Marshall,4.0,5,1,19,539.53,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612755,Philadelphia 76ers,PHI
Jump Shot,654,20151118,7341,HOU,-43.2248,269.7821,10,4,201935,James Harden,4.0,54,1,25,656.89,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612745,Houston Rockets,POR
Putback Layup Shot,174,20151229,4482,NYK,-133.6872,224.1965,2,2,201577,Robin Lopez,2.0,54,1,0,180.53,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks,DET
Jump Bank Shot,581,20151207,4487,MIA,45.9114,20.5838,9,4,201196,Ramon Sessions,4.0,41,1,7,584.26,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612764,Washington Wizards,WAS
Floating Jump shot,622,20151120,5708,POR,163.0542,5.9562,10,3,203468,CJ McCollum,3.0,22,1,14,612.03,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612757,Portland Trail Blazers,LAC
Jump Shot,60,20151229,7543,MEM,-195.1008,149.6273,1,2,201145,Jeff Green,2.0,0,1,24,63.87,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612763,Memphis Grizzlies,MIA
Jump Shot,320,20151110,598,MIN,-218.4746,18.6967,5,1,203798,PJ Hairston,1.0,20,1,22,323.46,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612766,Charlotte Hornets,CHA
Jump Shot,465,20151215,6609,BOS,-79.689,158.7661,7,2,2760,Anderson Varejao,2.0,45,1,16,468.32,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612739,Cleveland Cavaliers,CLE
Driving Layup Shot,467,20151102,4218,BKN,54.7881,59.6832,7,2,203507,Giannis Antetokounmpo,2.0,47,1,1,468.49,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks,MIL
Floating Jump shot,474,20151211,3334,ORL,-198.0878,139.6081,7,2,203521,Matthew Dellavedova,2.0,54,1,9,451.53,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612739,Cleveland Cavaliers,CLE
Dunk Shot,319,20151128,7656,SAS,147.9949,199.3978,5,1,201980,Danny Green,1.0,19,1,0,307.61,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs,ATL
Jump Shot,415,20151107,2991,PHI,77.2628,242.0299,6,4,203477,Isaiah Canaan,4.0,55,1,26,417.45,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers,ORL
Jump Shot,120,20151114,8016,MIL,-204.725,160.8416,2,3,202349,Greivis Vasquez,3.0,0,1,25,102.78,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612749,Milwaukee Bucks,CLE
Layup Shot,635,20151114,3882,PHX,-221.5222,20.3485,10,3,201568,Danilo Gallinari,3.0,35,1,2,622.94,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets,DEN
Driving Layup Shot,516,20151205,5330,MIN,7.4639,13.7306,8,1,203952,Andrew Wiggins,1.0,36,1,1,517.7,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves,POR
Jump Shot,487,20151206,3245,BKN,221.0334,-1.27,8,2,2571,Leandro Barbosa,2.0,7,1,23,492.04,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,GSW
Turnaround Jump Shot,612,20151201,8486,POR,-156.0986,101.2556,10,4,1717,Dirk Nowitzki,4.0,12,1,13,642.02,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612742,Dallas Mavericks,DAL
Dunk Shot,154,20151130,8191,UTA,179.8125,223.8539,2,1,203105,Festus Ezeli,1.0,34,1,0,160.95,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,GSW
Turnaround Fadeaway Bank Jump Shot,412,20151127,660,DEN,86.6891,37.1752,6,4,2564,Boris Diaw,4.0,52,1,10,415.25,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612759,San Antonio Spurs,SAS
Driving Layup Shot,394,20151129,5066,LAC,-136.9737,149.857,6,3,101108,Chris Paul,3.0,34,1,2,409.24,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,LA Clippers,MIN
Jump Shot,264,20151216,8034,OKC,5.9138,59.0562,4,3,203486,Mason Plumlee,3.0,24,1,4,265.8,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612757,Portland Trail Blazers,POR
Jump Shot,491,20151129,7112,LAC,105.5725,191.267,8,1,201601,Luc Mbah a Moute,1.0,11,1,17,483.21,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612746,LA Clippers,MIN
Floating Jump shot,80,20160123,3617,SAC,-127.6448,78.1209,1,1,202331,Paul George,1.0,20,1,9,64.98,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612754,Indiana Pacers,IND
Tip Layup Shot,79,20151121,3652,DET,-192.6474,168.9244,1,2,203490,Otto Porter Jr.,2.0,19,1,0,72.7,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards,WAS
Jump Shot,596,20151217,7702,CHA,-18.8969,75.6413,9,3,203469,Cody Zeller,3.0,56,1,13,603.86,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612766,Charlotte Hornets,TOR
Jump Shot,490,20151219,1658,MEM,222.6365,10.608,8,3,1713,Vince Carter,3.0,10,1,23,492.28,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612763,Memphis Grizzlies,IND
Jump Shot,269,20151214,7941,CHI,7.1431,266.8587,4,2,203138,Hollis Thompson,2.0,29,1,25,267.61,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers,PHI
Driving Layup Shot,193,20151103,3463,LAL,75.4302,99.5989,3,3,202702,Kenneth Faried,3.0,13,1,0,211.65,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets,DEN
Jump Shot,215,20151107,3712,SAS,-227.2548,51.8446,3,3,2744,Al Jefferson,3.0,35,1,10,191.48,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612766,Charlotte Hornets,CHA
Jump Shot,82,20151216,2380,GSW,-6.8305,166.4486,1,4,203458,Alex Len,4.0,22,1,15,85.21,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612756,Phoenix Suns,PHX
Driving Layup Shot,676,20151113,3910,IND,-210.1337,135.1427,11,2,202357,Nemanja Bjelica,2.0,16,1,2,661.08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves,MIN
Jump Shot,461,20151114,4147,PHX,-166.9039,190.149,7,3,201568,Danilo Gallinari,3.0,41,1,24,465.61,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612743,Denver Nuggets,DEN
Jump Shot,213,20160106,7348,BOS,-215.0126,121.7825,3,1,101141,Ersan Ilyasova,1.0,33,1,25,215.25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612765,Detroit Pistons,DET
Jump Shot,652,20151204,6146,NOP,228.5713,12.8332,10,1,2747,JR Smith,1.0,52,1,25,629.62,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612739,Cleveland Cavaliers,CLE
Running Jump Shot,566,20160118,7002,DAL,-171.908,228.7341,9,2,101109,Raymond Felton,2.0,26,1,4,576.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612742,Dallas Mavericks,BOS
Jump Shot,275,20151214,4968,DAL,-99.3726,189.5229,4,3,2585,Zaza Pachulia,3.0,35,1,14,255.32,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612742,Dallas Mavericks,PHX
Jump Shot,553,20151125,4730,DET,-83.0846,256.555,9,2,201177,Josh McRoberts,2.0,13,1,27,557.12,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612748,Miami Heat,MIA
Jump Shot,280,20160120,7987,CHI,222.6392,24.6231,4,2,201565,Derrick Rose,2.0,40,1,23,272.86,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612741,Chicago Bulls,GSW
Jump Shot,315,20151210,8468,CHI,-175.7082,183.2399,5,4,201565,Derrick Rose,4.0,15,1,25,300.19,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612741,Chicago Bulls,LAC
Jump Shot,409,20151030,7034,SAS,-59.5679,47.4272,6,2,201572,Brook Lopez,2.0,49,1,7,412.56,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612751,Brooklyn Nets,BKN
Pullup Jump shot,162,20160108,2932,BKN,-221.0249,64.3703,2,4,203506,Victor Oladipo,4.0,42,1,24,142.43,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612753,Orlando Magic,ORL
Jump Shot,392,20151218,5695,ORL,-89.5831,236.4289,6,1,203468,CJ McCollum,1.0,32,1,13,415.85,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612757,Portland Trail Blazers,POR
Jump Shot,389,20160121,5820,NOP,12.6862,115.051,6,1,201936,Tyreke Evans,1.0,29,1,24,355.19,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612740,New Orleans Pelicans,DET
Jump Shot,82,20151203,7293,POR,19.8399,247.0115,1,3,203086,Meyers Leonard,3.0,22,1,24,85.33,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612757,Portland Trail Blazers,IND
Jump Shot,575,20151205,6424,MIA,36.0259,248.2347,9,3,101123,Gerald Green,3.0,35,1,25,578.24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612748,Miami Heat,CLE
Jump Shot,614,20160102,8809,CLE,98.6169,160.103,10,3,2544,LeBron James,3.0,14,1,14,598.12,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612739,Cleveland Cavaliers,ORL
Jump Shot,409,20151111,5914,DEN,-143.1978,205.2292,6,1,203948,Johnny O'Bryant III,1.0,49,1,19,402.89,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks,MIL
Jump Shot,123,20151125,6358,LAC,78.4409,154.02,2,1,202692,Alec Burks,1.0,3,1,16,126.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612762,Utah Jazz,UTA
Jump Shot,512,20151221,2614,LAC,220.162,27.3498,8,4,203079,Dion Waiters,4.0,32,1,23,516.81,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612760,Oklahoma City Thunder,OKC
Pullup Jump shot,277,20151128,8898,GSW,-209.2183,148.3449,4,2,202691,Klay Thompson,2.0,37,1,26,281.98,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,SAC
Reverse Layup Shot,672,20151130,5795,UTA,-131.9068,-12.8355,11,3,201939,Stephen Curry,3.0,12,1,2,687.65,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,GSW
Jump Shot,147,20160121,3530,DEN,-170.2665,196.5361,2,4,203115,Will Barton,4.0,27,1,24,149.71,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612743,Denver Nuggets,MEM
Pullup Jump shot,287,20151218,4878,DAL,123.2065,136.4659,4,2,201144,Mike Conley,2.0,47,1,19,289.89,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612763,Memphis Grizzlies,MEM
Cutting Layup Shot,670,20151104,7317,CLE,-134.4259,205.2899,11,1,201577,Robin Lopez,1.0,10,1,0,628.98,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks,NYK
Jump Shot,346,20151108,2159,POR,-195.0563,147.9237,5,1,203484,Kentavious Caldwell-Pope,1.0,46,1,25,349.49,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612765,Detroit Pistons,DET
Layup Shot,654,20151201,1841,CLE,-19.3084,101.826,10,1,202389,Timofey Mozgov,1.0,54,1,0,641.16,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612739,Cleveland Cavaliers,WAS
Driving Layup Shot,648,20151128,1863,UTA,4.3106,6.0814,10,1,202330,Gordon Hayward,1.0,48,1,2,651.42,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612762,Utah Jazz,NOP
Layup Shot,449,20151125,5833,TOR,138.9624,219.7958,7,1,2544,LeBron James,1.0,29,1,2,459.04,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612739,Cleveland Cavaliers,CLE
Jump Shot,359,20151221,8222,ATL,217.0881,17.8416,5,1,200794,Paul Millsap,1.0,59,1,22,362.18,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612737,Atlanta Hawks,POR
Layup Shot,458,20160111,5203,BKN,-111.6607,209.266,7,4,2561,David West,4.0,38,1,2,467.83,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs,SAS
Jump Shot,485,20151028,1196,BOS,-110.0504,220.4517,8,4,1626143,Jahlil Okafor,4.0,5,1,5,502.36,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612755,Philadelphia 76ers,PHI
Jump Shot,686,20151223,2976,PHX,90.0501,248.2178,11,2,202693,Markieff Morris,2.0,26,1,17,673.88,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612756,Phoenix Suns,DEN
Jump Shot,650,20151130,5344,CHI,-196.0723,40.2971,10,1,2200,Pau Gasol,1.0,50,1,14,654.54,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612741,Chicago Bulls,SAS
Jump Shot,698,20160122,7104,NYK,-182.1558,141.6981,11,3,1718,Paul Pierce,3.0,38,1,15,706.4,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612746,LA Clippers,LAC
Jump Shot,335,20151031,7328,NOP,213.6154,13.3691,5,4,203084,Harrison Barnes,4.0,35,1,22,338.92,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,GSW
Driving Floating Jump Shot,73,20151212,3742,BKN,189.8048,150.772,1,3,203085,Austin Rivers,3.0,13,1,9,86.21,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612746,LA Clippers,LAC
Dunk Shot,28,20151230,708,POR,-66.903,176.7159,0,1,203086,Meyers Leonard,1.0,28,1,0,18.93,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612757,Portland Trail Blazers,DEN
Cutting Layup Shot,601,20151214,2575,ATL,1.1065,-4.5404,10,1,203145,Kent Bazemore,1.0,1,1,1,602.62,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks,MIA
Jump Shot,220,20151116,6758,CHI,-228.4124,215.9915,3,2,203524,Solomon Hill,2.0,40,1,29,221.83,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers,IND
Driving Reverse Layup Shot,151,20151118,351,ATL,-89.3922,86.5105,2,4,202326,DeMarcus Cousins,4.0,31,1,1,148.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings,SAC
Layup Shot,218,20151206,7231,DET,-117.0861,-0.7541,3,2,203944,Julius Randle,2.0,38,1,0,246.58,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL
Layup Shot,443,20151118,514,PHX,-99.2021,6.5363,7,2,202688,Brandon Knight,2.0,23,1,2,422.61,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns,CHI
Dunk Shot,434,20151205,7187,HOU,31.2315,1.0959,7,4,2730,Dwight Howard,4.0,14,1,0,436.8,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,SAC
Layup Shot,26,20151107,2385,PHI,-49.4177,69.0101,0,3,204456,T.J. McConnell,3.0,26,1,2,21.84,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers,ORL
Jump Shot,168,20151202,1643,CHA,117.9349,-12.1324,2,3,203105,Festus Ezeli,3.0,48,1,13,171.56,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,GSW
Pullup Jump shot,297,20151207,8001,NYK,23.4429,175.0148,4,1,2546,Carmelo Anthony,1.0,57,1,18,322.66,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612752,New York Knicks,DAL
Fadeaway Jump Shot,316,20160112,7473,LAL,74.5141,102.7132,5,4,201583,Ryan Anderson,4.0,16,1,14,321.22,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612740,New Orleans Pelicans,NOP
Jump Shot,509,20151231,4417,NOP,97.011,243.395,8,3,203076,Anthony Davis,3.0,29,1,9,489.94,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612740,New Orleans Pelicans,LAC
Jump Shot,512,20151030,7131,MIL,113.9715,147.4366,8,1,203948,Johnny O'Bryant III,1.0,32,1,15,515.3,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612749,Milwaukee Bucks,WAS
Layup Shot,413,20151123,2824,MIN,26.4158,75.2731,6,1,203952,Andrew Wiggins,1.0,53,1,2,415.05,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves,PHI
Jump Shot,113,20151211,5890,PHX,95.2042,258.9368,1,3,203081,Damian Lillard,3.0,53,1,25,116.02,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612757,Portland Trail Blazers,POR
Jump Shot,641,20151101,4140,LAL,-143.6452,203.9548,10,3,1626156,D'Angelo Russell,3.0,41,1,16,629.65,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,DAL
Floating Jump shot,368,20151031,6462,NOP,-30.959,249.695,6,3,202087,Alonzo Gee,3.0,8,1,4,360.36,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612740,New Orleans Pelicans,GSW
Jump Shot,281,20151225,72,GSW,14.1969,246.6932,4,1,203521,Matthew Dellavedova,1.0,41,1,24,282.88,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612739,Cleveland Cavaliers,CLE
Pullup Jump shot,184,20160108,190,WAS,-157.1346,109.6835,3,1,202322,John Wall,1.0,4,1,18,199.02,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612764,Washington Wizards,TOR
Jump Shot,678,20151214,796,CHI,215.887,19.2252,11,1,1626143,Jahlil Okafor,1.0,18,1,18,705.11,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612755,Philadelphia 76ers,PHI
Jump Shot,233,20151223,6074,WAS,-218.4579,3.3374,3,2,202322,John Wall,2.0,53,1,25,253.91,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612764,Washington Wizards,MEM
Turnaround Hook Shot,219,20151219,4091,HOU,89.8155,17.7077,3,2,202700,Donatas Motiejunas,2.0,39,1,6,221.75,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612745,Houston Rockets,LAC
Pullup Jump shot,209,20151120,1939,POR,225.3429,86.9114,3,3,203081,Damian Lillard,3.0,29,1,24,201.95,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612757,Portland Trail Blazers,LAC
Jump Shot,501,20160123,5491,MIN,49.3591,26.8455,8,2,2755,Kevin Martin,2.0,21,1,22,520.07,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612750,Minnesota Timberwolves,MEM
Jump Shot,440,20151226,7607,ATL,-128.7093,212.3703,7,1,204001,Kristaps Porzingis,1.0,20,1,25,442.42,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612752,New York Knicks,NYK
Jump Shot,117,20151212,824,HOU,127.3158,162.2942,1,3,201147,Corey Brewer,3.0,57,1,24,129.55,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612745,Houston Rockets,LAL
Reverse Layup Shot,197,20151107,272,CHI,3.3832,51.496,3,3,2200,Pau Gasol,3.0,17,1,0,182.39,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls,MIN
Jump Shot,404,20151105,7407,MIN,-10.2456,254.7751,6,4,202357,Nemanja Bjelica,4.0,44,1,24,406.55,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612750,Minnesota Timberwolves,MIA
Driving Layup Shot,156,20160120,6556,HOU,41.5764,22.6133,2,3,1891,Jason Terry,3.0,36,1,3,159.36,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,DET
Driving Bank shot,175,20160110,6012,DEN,-129.938,199.6526,2,2,203087,Jeremy Lamb,2.0,55,1,11,164.67,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612766,Charlotte Hornets,CHA
Driving Layup Shot,13,20160105,8238,DAL,64.6954,242.2189,0,1,201580,JaVale McGee,1.0,13,1,0,3.83,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,SAC
Floating Jump shot,195,20151111,5046,DAL,146.1644,101.8254,3,2,101108,Chris Paul,2.0,15,1,9,223.81,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612746,LA Clippers,LAC
Turnaround Jump Shot,3,20151230,1086,CHA,-65.8574,260.0927,0,1,2037,Jamal Crawford,1.0,3,1,28,5.96,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612746,LA Clippers,LAC
Jump Shot,328,20151212,3873,MIL,-117.515,369.1137,5,3,201564,O.J. Mayo,3.0,28,1,25,321.06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612749,Milwaukee Bucks,GSW
Jump Shot,35,20151120,697,DAL,223.5248,318.2953,0,4,1717,Dirk Nowitzki,4.0,35,1,20,7.43,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks,UTA
